City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
151,Codrington,AU,2022-01-28 21:57:24,-38.2667,141.9667,63.28,77,95,11.59
152,Hurghada,EG,2022-01-28 21:57:24,27.2574,33.8129,55.44,41,0,12.66
153,Pervomayskiy,RU,2022-01-28 21:57:25,53.2485,40.2871,18.12,95,100,11.68
154,Necochea,AR,2022-01-28 21:56:00,-38.5473,-58.7368,72.36,61,0,12.66
155,Marsh Harbour,BS,2022-01-28 21:57:26,26.5412,-77.0636,74.35,76,100,21.61
156,Ulladulla,AU,2022-01-28 21:57:26,-35.35,150.4667,81.88,68,53,8.08
157,Ribeira Grande,PT,2022-01-28 21:57:27,38.5167,-28.7,55.8,67,40,5.75
158,Tiksi,RU,2022-01-28 21:57:27,71.6872,128.8694,-5.4,99,99,7.61
159,Isangel,VU,2022-01-28 21:54:43,-19.55,169.2667,80.71,89,100,4.61
160,Shubarkuduk,KZ,2022-01-28 21:57:28,49.1447,56.4872,19.92,89,100,5.53
161,Kurilsk,RU,2022-01-28 21:57:29,45.2333,147.8833,21.56,62,65,7.58
162,Cherskiy,RU,2022-01-28 21:57:29,68.75,161.3,-11.42,93,100,1.86
163,Saint Anthony,US,2022-01-28 21:57:30,45.0205,-93.218,14.32,53,100,3.0
164,Noumea,NC,2022-01-28 21:57:31,-22.2763,166.4572,80.01,99,100,13.67
165,Cairns,AU,2022-01-28 21:53:33,-16.9167,145.7667,77.07,94,75,8.05
166,Daru,PG,2022-01-28 21:57:31,-9.0763,143.2092,78.31,87,100,7.36
167,Lagoa,PT,2022-01-28 21:57:32,39.05,-27.9833,57.78,57,87,12.59
168,Champerico,GT,2022-01-28 21:57:32,14.3,-91.9167,93.74,57,3,13.22
169,Beringovskiy,RU,2022-01-28 21:57:33,63.05,179.3167,-3.39,95,99,2.51
170,Port Augusta,AU,2022-01-28 21:57:33,-32.5,137.7667,73.71,58,0,15.26
171,Ponta Do Sol,PT,2022-01-28 21:57:34,32.6667,-17.1,61.72,62,68,7.49
172,Erzin,TR,2022-01-28 21:57:34,36.9559,36.2,37.92,74,29,4.79
173,Aklavik,CA,2022-01-28 21:57:35,68.2191,-135.0107,-17.57,76,20,3.44
174,Vila Velha,BR,2022-01-28 21:56:28,-20.3297,-40.2925,82.35,84,20,8.01
175,Pandan,PH,2022-01-28 21:55:51,14.0453,124.1694,76.69,90,95,3.42
176,Vostok,RU,2022-01-28 21:57:36,46.4856,135.8833,-12.33,99,100,3.69
177,Talakan,RU,2022-01-28 21:57:36,50.3167,130.3667,-27.83,100,89,1.16
178,Wucheng,CN,2022-01-28 21:58:37,29.6008,118.175,34.84,99,100,3.42
179,Tilichiki,RU,2022-01-28 21:58:37,60.4667,166.1,26.74,84,100,31.34
180,Ulaanbaatar,MN,2022-01-28 21:58:38,47.9077,106.8832,-21.87,69,69,2.24
181,Hualmay,PE,2022-01-28 21:58:38,-11.0964,-77.6139,72.34,75,100,9.66
182,Uige,AO,2022-01-28 21:58:39,-7.6087,15.0613,66.78,88,100,0.49
183,Barrow,US,2022-01-28 21:58:39,71.2906,-156.7887,-19.16,97,91,13.31
184,Limbdi,IN,2022-01-28 21:58:40,22.5667,71.8,59.67,27,0,6.69
185,Coihaique,CL,2022-01-28 21:58:41,-45.5752,-72.0662,83.01,18,0,9.22
186,Wuda,CN,2022-01-28 21:58:41,39.4994,106.7117,19.87,53,0,6.11
187,Norman Wells,CA,2022-01-28 21:57:06,65.282,-126.8329,-5.76,71,100,8.05
188,Freetown,SL,2022-01-28 21:58:42,8.484,-13.2299,78.82,79,36,7.7
189,Kruisfontein,ZA,2022-01-28 21:58:42,-34.0033,24.7314,61.88,87,12,6.58
190,Bubaque,GW,2022-01-28 21:58:08,11.2833,-15.8333,78.08,66,20,16.31
191,Kaihua,CN,2022-01-28 21:58:43,23.3687,104.28,50.02,96,72,5.03
192,Chilmari,BD,2022-01-28 21:58:43,25.5559,89.6715,57.22,47,0,5.12
193,Sembakung,ID,2022-01-28 21:58:44,3.8167,117.25,71.6,99,94,1.1
194,Katsuura,JP,2022-01-28 21:58:44,35.1333,140.3,42.12,68,100,8.23
195,Leningradskiy,RU,2022-01-28 21:58:45,69.3833,178.4167,-11.7,95,79,2.1
196,Tarko-Sale,RU,2022-01-28 21:58:45,64.9225,77.785,1.45,97,95,9.51
197,Sao Filipe,CV,2022-01-28 21:57:03,14.8961,-24.4956,71.71,70,93,11.07
198,Guangyuan,CN,2022-01-28 21:58:46,32.442,105.823,35.69,81,97,2.93
199,Dikson,RU,2022-01-28 21:58:46,73.5069,80.5464,3.24,94,100,18.63
200,Konakovo,RU,2022-01-28 21:58:47,56.7,36.7667,19.74,96,94,5.7
201,Cabo San Lucas,MX,2022-01-28 21:58:47,22.8909,-109.9124,81.61,53,5,5.01
202,Saldanha,ZA,2022-01-28 21:58:48,-33.0117,17.9442,64.45,81,0,22.26
203,Olafsvik,IS,2022-01-28 21:55:57,64.8945,-23.7142,22.77,67,71,19.71
204,Ust-Ishim,RU,2022-01-28 21:54:32,57.6935,71.1665,-9.29,100,86,2.17
205,Inirida,CO,2022-01-28 21:58:49,3.8653,-67.9239,86.5,50,55,0.96
206,Alice Town,BS,2022-01-28 21:58:49,25.7167,-79.3,74.08,69,100,17.02
207,Prince Rupert,CA,2022-01-28 21:58:50,54.3161,-130.3201,46.49,76,100,10.36
208,Hamilton,US,2022-01-28 21:56:47,39.1834,-84.5333,24.64,90,100,1.01
209,Lichinga,MZ,2022-01-28 21:58:50,-13.3128,35.2406,64.49,100,100,4.61
210,Matamoros,MX,2022-01-28 21:58:51,25.5333,-103.25,57.11,59,99,16.78
211,Lang Son,VN,2022-01-28 21:58:51,21.8333,106.7333,61.02,94,83,4.29
212,Krasnoselkup,RU,2022-01-28 21:54:09,65.7,82.4667,2.5,96,96,11.3
213,Fallon,US,2022-01-28 21:55:00,39.4735,-118.7774,48.92,34,40,6.91
214,Langxiang,CN,2022-01-28 21:58:52,46.95,128.8833,-5.82,99,93,4.12
215,Nizwa,OM,2022-01-28 21:54:12,22.9333,57.5333,65.1,49,0,3.02
216,Villach,AT,2022-01-28 21:58:53,46.6103,13.8558,38.16,83,22,4.07
217,West Plains,US,2022-01-28 21:57:10,36.7281,-91.8524,36.55,24,0,5.99
218,Altamira,BR,2022-01-28 21:58:54,-3.2033,-52.2064,80.69,78,40,8.05
219,Dakar,SN,2022-01-28 21:58:10,14.6937,-17.4441,71.73,68,0,6.91
220,Houma,US,2022-01-28 21:58:55,29.5958,-90.7195,57.0,35,0,20.71
221,Makanya,TZ,2022-01-28 21:58:55,-4.3667,37.8333,70.41,90,99,3.2
222,Latung,PH,2022-01-28 21:58:56,5.5,120.8833,82.6,73,52,5.7
223,Ixtapa,MX,2022-01-28 21:58:56,20.7,-105.2,85.21,39,80,6.98
224,Nemuro,JP,2022-01-28 21:58:57,43.3236,145.575,21.22,85,100,11.01
225,Maniitsoq,GL,2022-01-28 21:58:57,65.4167,-52.9,22.96,91,100,28.57
226,Deputatskiy,RU,2022-01-28 21:59:58,69.3,139.9,-25.85,99,100,2.33
227,San Pedro,PH,2022-01-28 21:59:58,14.35,121.0167,78.03,90,20,1.14
228,Sulangan,PH,2022-01-28 21:59:59,11.1373,123.7228,80.58,79,75,4.85
229,Parabel,RU,2022-01-28 21:59:59,58.6978,81.4825,-3.59,100,85,5.86
230,Yulara,AU,2022-01-28 21:55:14,-25.2406,130.9889,76.84,53,70,10.36
231,Bengkulu,ID,2022-01-28 22:00:00,-3.8004,102.2655,76.39,86,100,3.51
232,Urdoma,RU,2022-01-28 22:00:01,61.7533,48.5442,9.61,93,100,7.61
233,Maraba,BR,2022-01-28 22:00:02,-5.3686,-49.1178,80.78,78,0,2.3
234,Oriximina,BR,2022-01-28 22:00:03,-1.7656,-55.8661,77.2,89,74,2.8
235,Ahar,IR,2022-01-28 22:00:04,38.4774,47.0699,15.69,92,28,7.49
236,Port Hedland,AU,2022-01-28 22:00:05,-20.3167,118.5667,80.65,74,40,10.36
237,Maceio,BR,2022-01-28 21:56:25,-9.6658,-35.7353,81.84,78,75,10.36
238,Morehead,US,2022-01-28 22:00:06,37.2711,-87.1764,31.14,71,90,4.0
239,Iqaluit,CA,2022-01-28 22:00:08,63.7506,-68.5145,-14.31,75,100,15.01
240,Pont-Rouge,CA,2022-01-28 22:00:08,46.7566,-71.6978,-3.44,91,70,3.44
241,Zhaozhou,CN,2022-01-28 22:00:11,45.6833,125.3167,-8.27,90,10,6.2
242,Vardo,NO,2022-01-28 22:00:11,70.3705,31.1107,30.18,74,75,20.71
243,Klaksvik,FO,2022-01-28 22:00:13,62.2266,-6.589,43.72,82,91,22.17
244,Nalut,LY,2022-01-28 22:00:13,30.3333,10.85,45.1,31,0,7.7
245,Pucallpa,PE,2022-01-28 21:57:40,-8.3791,-74.5539,80.64,83,75,5.75
246,Malatya,TR,2022-01-28 22:00:14,38.5,38.0,14.05,79,100,4.61
247,Wenling,CN,2022-01-28 22:00:15,28.3669,121.36,42.91,89,100,13.73
248,Karlstad,SE,2022-01-28 22:00:16,59.3793,13.5036,32.56,86,20,10.36
249,Firminy,FR,2022-01-28 22:00:17,45.3873,4.2907,33.82,100,100,4.61
250,East London,ZA,2022-01-28 21:58:03,-33.0153,27.9116,69.85,78,58,12.15
251,Malokakhovka,UA,2022-01-28 22:00:18,46.7814,33.4479,32.72,95,98,12.95
252,Hervey Bay,AU,2022-01-28 22:00:18,-25.2986,152.8535,79.03,69,41,15.95
253,Evensk,RU,2022-01-28 22:00:19,61.95,159.2333,16.93,69,100,29.33
254,Richards Bay,ZA,2022-01-28 21:56:00,-28.783,32.0377,74.57,86,100,13.94
255,Half Moon Bay,US,2022-01-28 22:00:20,37.4636,-122.4286,70.14,44,0,8.05
256,Halmeu,RO,2022-01-28 22:00:21,47.9667,23.0167,35.98,92,72,8.21
257,Angoram,PG,2022-01-28 22:00:21,-4.0625,144.0661,74.34,99,100,4.29
258,Tiznit,MA,2022-01-28 22:00:22,29.5833,-9.5,56.5,41,0,26.28
259,Ballina,AU,2022-01-28 22:00:22,-28.8667,153.5667,71.94,94,63,5.3
260,Storozhevaya,RU,2022-01-28 22:00:23,43.8789,41.4514,16.79,80,19,7.29
261,Santa Maria,BR,2022-01-28 21:59:15,-29.6842,-53.8069,78.1,53,20,12.66
262,San Policarpo,PH,2022-01-28 22:00:24,12.1791,125.5072,78.4,85,99,3.98
263,Seryshevo,RU,2022-01-28 22:00:24,51.0933,128.3786,-25.11,99,17,3.69
264,Port Hardy,CA,2022-01-28 22:00:25,50.6996,-127.4199,47.75,73,100,12.5
265,Adrar,MR,2022-01-28 22:00:25,20.5022,-10.0711,73.54,12,100,2.59
266,Okhotsk,RU,2022-01-28 22:00:26,59.3833,143.3,8.73,76,100,17.92
267,Srednekolymsk,RU,2022-01-28 21:57:38,67.45,153.6833,-12.15,94,100,2.28
268,Metro,ID,2022-01-28 22:00:27,-5.1131,105.3067,73.22,93,100,3.49
269,Mar Del Plata,AR,2022-01-28 21:58:47,-38.0023,-57.5575,73.42,72,0,20.0
270,Viedma,AR,2022-01-28 22:00:28,-40.8135,-62.9967,91.29,19,0,15.43
271,Kuldur,RU,2022-01-28 22:00:28,49.2167,131.6333,-17.34,99,94,4.29
272,Gat,IL,2022-01-28 22:01:29,31.61,34.7642,49.41,100,63,6.82
273,Arcachon,FR,2022-01-28 22:01:29,44.5875,-1.0519,40.41,100,100,0.0
274,Charagua,BO,2022-01-28 22:01:29,-19.8,-63.2167,78.31,54,78,9.86
275,Turukhansk,RU,2022-01-28 22:01:30,65.8167,87.9833,-0.96,94,100,12.39
276,Castro,BR,2022-01-28 22:01:22,-24.7911,-50.0119,61.0,99,100,7.47
277,Melbu,NO,2022-01-28 22:01:30,68.5044,14.8297,25.32,92,20,4.61
278,Esperance,AU,2022-01-28 22:01:31,-33.8667,121.9,61.83,83,0,12.97
279,Bonfim,BR,2022-01-28 22:01:31,3.0833,-59.95,88.74,40,95,8.86
280,Kamyshin,RU,2022-01-28 22:01:32,50.0983,45.416,-1.3,100,79,3.6
281,Comodoro Rivadavia,AR,2022-01-28 21:59:25,-45.8667,-67.5,64.26,82,75,8.05
282,Teya,RU,2022-01-28 22:01:33,60.3778,92.6267,-1.08,99,100,3.6
283,Dhule,IN,2022-01-28 22:01:33,20.9,74.7833,60.69,32,0,5.53
284,Puri,IN,2022-01-28 22:01:34,19.8,85.85,55.92,60,62,7.43
285,Semey,KZ,2022-01-28 22:01:34,50.4111,80.2275,-4.47,93,34,8.81
286,Olinda,BR,2022-01-28 22:01:35,-8.0089,-34.8553,80.82,71,88,12.1
287,Qunduz,AF,2022-01-28 22:01:35,36.729,68.857,43.23,89,100,6.13
288,Lavrentiya,RU,2022-01-28 22:01:36,65.5833,-171.0,-9.04,97,6,3.98
289,Meulaboh,ID,2022-01-28 22:01:36,4.1363,96.1285,78.73,86,74,2.24
290,Acarau,BR,2022-01-28 21:57:28,-2.8856,-40.12,73.53,85,100,11.79
291,Rock Sound,BS,2022-01-28 22:00:52,24.9,-76.2,76.64,75,100,17.36
292,Inhambane,MZ,2022-01-28 22:01:37,-23.865,35.3833,75.96,81,5,6.04
293,Thinadhoo,MV,2022-01-28 22:01:38,0.5333,72.9333,80.4,62,21,7.9
294,Shimoda,JP,2022-01-28 22:01:38,34.6667,138.95,38.1,60,89,3.44
295,Lagos,NG,2022-01-28 21:56:42,6.5833,3.75,82.72,81,100,1.34
